time,plane,x,y,z,u,v,w,omega_x,omega_y,omega_z,omega_mag
0,0,0.78539816339744828,0,3.1415926535897931,-0.70710678118654757,-1.2703866708251423e-16,2.4136451681324342e-18,4.4015518051402523e-18,-1.6982935993082258e-16,4.0702228421275373e-16,4.4105387992690176e-16
0,0,0.78539816339744828,0.26179938779914941,3.1415926535897931,-0.6830127018922193,0.18301270189221922,9.1613863158861765e-18,-1.1027806223918012e-16,-9.390190082256167e-17,-0.36602540378443887,0.36602540378443887
0,0,0.78539816339744828,0.52359877559829882,3.1415926535897931,-0.61237243569579436,0.35355339059327368,-5.2642692954038437e-18,-1.5968707915247074e-16,-2.5286461120143535e-16,-0.70710678118654724,0.70710678118654724
0,0,0.78539816339744828,0.78539816339744828,3.1415926535897931,-0.49999999999999989,0.49999999999999983,-3.2587228397099157e-18,-3.1372635095863929e-16,-3.1626314147095078e-16,-0.99999999999999922,0.99999999999999922
0,0,0.78539816339744828,1.0471975511965976,3.1415926535897931,-0.35355339059327368,0.61237243569579458,-4.2980537597149146e-18,-3.333377949436076e-16,-2.5786735622243914e-16,-1.2247448713915885,1.2247448713915885
0,0,0.78539816339744828,1.3089969389957472,3.1415926535897931,-0.1830127018922193,0.68301270189221952,-9.4085869687237678e-18,-1.5783473883924734e-16,-2.1303643314734296e-16,-1.3660254037844384,1.3660254037844384
0,0,0.78539816339744828,1.5707963267948966,3.1415926535897931,4.2627870417093604e-17,0.70710678118654757,-1.4958614847779999e-18,-1.4851418923084756e-16,-7.489054418153563e-17,-1.4142135623730949,1.4142135623730949
0,0,0.78539816339744828,1.8325957145940459,3.1415926535897931,0.18301270189221913,0.68301270189221952,2.934033644327683e-18,-1.9765367369655467e-16,1.2749626032399196e-16,-1.3660254037844375,1.3660254037844375
0,0,0.78539816339744828,2.0943951023931953,3.1415926535897931,0.35355339059327351,0.61237243569579469,3.6377202452731917e-18,-1.9064852148011173e-16,2.4517431747428324e-16,-1.2247448713915889,1.2247448713915889
0,0,0.78539816339744828,2.3561944901923448,3.1415926535897931,0.49999999999999978,0.50000000000000011,6.1233737578893342e-18,-2.4396145230593347e-16,2.4858385267011528e-16,-1.0000000000000002,1.0000000000000002
0,0,0.78539816339744828,2.6179938779914944,3.1415926535897931,0.61237243569579436,0.35355339059327373,2.8076533326381582e-18,-1.5880454354889875e-16,1.1929922794849383e-16,-0.70710678118654657,0.70710678118654657
0,0,0.78539816339744828,2.8797932657906435,3.1415926535897931,0.68301270189221908,0.18301270189221949,1.3540963140691005e-18,-3.5190036095858408e-17,-5.6231622680876913e-18,-0.36602540378443899,0.36602540378443899
0,0,0.78539816339744828,3.1415926535897931,3.1415926535897931,0.70710678118654735,8.9382398836493246e-17,-7.4692688408755871e-18,-4.7598388639479472e-17,5.4426942056612161e-17,-8.7092786268181491e-16,8.7392404739669627e-16
0,0,0.78539816339744828,3.4033920413889427,3.1415926535897931,0.6830127018922193,-0.18301270189221922,-2.1178216062316661e-17,1.7689050270504539e-16,1.6859788888218839e-16,0.3660254037844391,0.3660254037844391
0,0,0.78539816339744828,3.6651914291880918,3.1415926535897931,0.61237243569579436,-0.35355339059327362,-2.4110211434799784e-18,3.7574519016385807e-16,2.1471292591307564e-16,0.70710678118654668,0.70710678118654668
0,0,0.78539816339744828,3.926990816987241,3.1415926535897931,0.5,-0.49999999999999989,1.8368305597362656e-17,6.4787587293415748e-17,2.2963962743001989e-16,0.999999999999998,0.999999999999998
0,0,0.78539816339744828,4.1887902047863905,3.1415926535897931,0.35355339059327384,-0.61237243569579469,3.3169645657971345e-20,-8.4387951964603383e-17,1.5814240713823268e-16,1.2247448713915901,1.2247448713915901
0,0,0.78539816339744828,4.4505895925855405,3.1415926535897931,0.18301270189221919,-0.68301270189221952,-5.3948380880914732e-18,1.6497270143815997e-16,7.7166831792082912e-17,1.3660254037844388,1.3660254037844388
0,0,0.78539816339744828,4.7123889803846897,3.1415926535897931,1.1336292360732997e-16,-0.70710678118654757,9.0453810221793987e-18,1.3281660046795071e-16,1.008291736285143e-16,1.4142135623730936,1.4142135623730936
0,0,0.78539816339744828,4.9741883681838388,3.1415926535897931,-0.18301270189221897,-0.68301270189221952,-1.3799373804551896e-18,4.5579476806272109e-17,4.2370994161928052e-17,1.366025403784439,1.366025403784439
0,0,0.78539816339744828,5.2359877559829888,3.1415926535897931,-0.35355339059327373,-0.61237243569579458,1.2206021676644372e-18,2.2935385688563894e-16,-1.4224925693993497e-16,1.2247448713915901,1.2247448713915901
0,0,0.78539816339744828,5.497787143782138,3.1415926535897931,-0.49999999999999978,-0.50000000000000011,2.1042572453540664e-17,2.0301052651009725e-16,-2.7381871132281651e-16,0.99999999999999867,0.99999999999999867
0,0,0.78539816339744828,5.7595865315812871,3.1415926535897931,-0.61237243569579403,-0.35355339059327401,-3.5713894842100903e-19,4.9754235489904824e-17,-3.7134897698754057e-16,0.70710678118654724,0.70710678118654724
0,0,0.78539816339744828,6.0213859193804362,3.1415926535897931,-0.68301270189221897,-0.1830127018922196,-2.0500908634906343e-17,7.2496485234896214e-17,-3.6767721753306328e-16,0.36602540378444021,0.36602540378444021
0,0,1.0471975511965976,0,3.1415926535897931,-0.8660254037844386,-9.5250308937713964e-17,-1.8709787237339756e-17,7.6120161281884094e-19,-3.309288683524175e-16,-1.117980455682205e-16,3.4930401991643458e-16
0,0,1.0471975511965976,0.26179938779914941,3.1415926535897931,-0.83651630373780783,0.12940952255126029,-1.3386452091631369e-17,-6.1424894888947639e-17,-8.7617581295772642e-17,-0.44828773608402739,0.44828773608402739
0,0,1.0471975511965976,0.52359877559829882,3.1415926535897931,-0.75,0.24999999999999992,2.4712087472021426e-18,-2.4984292080378645e-16,-3.7479719480944642e-16,-0.86602540378443826,0.86602540378443826
0,0,1.0471975511965976,0.78539816339744828,3.1415926535897931,-0.61237243569579458,0.35355339059327368,2.9691657216282783e-18,-2.3061021287329586e-16,-3.3121482540747573e-16,-1.2247448713915885,1.2247448713915885
0,0,1.0471975511965976,1.0471975511965976,3.1415926535897931,-0.4330127018922193,0.43301270189221946,3.1407540558393023e-18,-1.2238940744203293e-16,-1.3900035348211908e-16,-1.5,1.5
0,0,1.0471975511965976,1.3089969389957472,3.1415926535897931,-0.22414386804201339,0.48296291314453416,7.7480903800758048e-18,-2.1166202250232576e-16,-2.0265901105665619e-16,-1.6730326074756159,1.6730326074756159
0,0,1.0471975511965976,1.5707963267948966,3.1415926535897931,2.5585911238919237e-17,0.5,1.5119279038532768e-18,-2.7038912417135477e-16,-9.1066438591604428e-17,-1.732050807568877,1.732050807568877
0,0,1.0471975511965976,1.8325957145940459,3.1415926535897931,0.22414386804201317,0.48296291314453421,-3.8297914837571981e-18,-1.7475921541187517e-16,1.2325991299315814e-16,-1.6730326074756148,1.6730326074756148
0,0,1.0471975511965976,2.0943951023931953,3.1415926535897931,0.43301270189221913,0.43301270189221946,5.434407032538778e-18,-1.8806649073600193e-16,1.9528457048486786e-16,-1.5000000000000002,1.5000000000000002
0,0,1.0471975511965976,2.3561944901923448,3.1415926535897931,0.61237243569579436,0.35355339059327395,1.1145451708096918e-17,-3.0479016079498788e-16,2.9113227723133394e-16,-1.2247448713915896,1.2247448713915896
0,0,1.0471975511965976,2.6179938779914944,3.1415926535897931,0.75,0.25000000000000006,8.3966906934011487e-18,-2.6671659331133491e-16,2.9757800832444648e-16,-0.86602540378443793,0.86602540378443793
0,0,1.0471975511965976,2.8797932657906435,3.1415926535897931,0.83651630373780772,0.12940952255126048,1.6413130432160519e-17,-9.4780017012868388e-17,2.4286757209010352e-16,-0.44828773608402722,0.44828773608402722
0,0,1.0471975511965976,3.1415926535897931,3.1415926535897931,0.86602540378443849,4.8923318528889932e-17,2.420818734684434e-17,1.6866383173911183e-17,2.6601465780029357e-16,-3.9001429651598094e-16,4.7239752807654698e-16
0,0,1.0471975511965976,3.4033920413889427,3.1415926535897931,0.83651630373780783,-0.12940952255126029,9.5284792803465094e-18,1.0586740643834856e-16,1.1497631934043859e-16,0.44828773608402755,0.44828773608402755
0,0,1.0471975511965976,3.6651914291880918,3.1415926535897931,0.75,-0.24999999999999989,-4.4278376939366316e-18,2.5894741160501661e-16,-1.1095539930751682e-17,0.86602540378443726,0.86602540378443726
0,0,1.0471975511965976,3.926990816987241,3.1415926535897931,0.61237243569579469,-0.35355339059327362,3.4022757225681955e-18,2.765216315977403e-16,1.4423764467075976e-16,1.2247448713915872,1.2247448713915872
0,0,1.0471975511965976,4.1887902047863905,3.1415926535897931,0.43301270189221946,-0.43301270189221935,4.7583345534039339e-18,1.1723547450655967e-16,1.5460496115040762e-16,1.5000000000000016,1.5000000000000016
0,0,1.0471975511965976,4.4505895925855405,3.1415926535897931,0.22414386804201328,-0.48296291314453421,-1.0159177039827844e-17,1.4368262412392679e-16,6.4639802441178155e-17,1.6730326074756159,1.6730326074756159
0,0,1.0471975511965976,4.7123889803846897,3.1415926535897931,1.9731838638428798e-16,-0.50000000000000011,-1.1374337315923994e-17,3.3879014763798213e-16,1.0970024379259416e-16,1.7320508075688754,1.7320508075688754
0,0,1.0471975511965976,4.9741883681838388,3.1415926535897931,-0.22414386804201297,-0.48296291314453416,-1.8752026670878497e-18,3.1737885449504565e-16,-2.2342300751260912e-17,1.6730326074756172,1.6730326074756172
0,0,1.0471975511965976,5.2359877559829888,3.1415926535897931,-0.43301270189221935,-0.43301270189221946,-2.609473343604141e-18,2.1683689913186893e-16,-6.3436168095843542e-17,1.5000000000000009,1.5000000000000009
0,0,1.0471975511965976,5.497787143782138,3.1415926535897931,-0.61237243569579425,-0.35355339059327395,2.3673774311729018e-18,2.6211104667664629e-16,1.0156737003891623e-16,1.2247448713915874,1.2247448713915874
0,0,1.0471975511965976,5.7595865315812871,3.1415926535897931,-0.74999999999999956,-0.25000000000000017,1.4470193687711207e-17,1.8806185558304458e-16,-2.6956626513211383e-16,0.86602540378443871,0.86602540378443871
0,0,1.0471975511965976,6.0213859193804362,3.1415926535897931,-0.83651630373780772,-0.12940952255126056,2.946921036244748e-18,1.2559796939284014e-17,-6.9555556713640929e-16,0.44828773608402889,0.44828773608402889
0,0,1.3089969389957472,0,3.1415926535897931,-0.96592582628906831,-8.838078017391129e-17,-1.7641198224041562e-17,-5.693438253703723e-18,-7.1537857629164837e-16,-3.2759089197148356e-17,7.1615087836379929e-16
0,0,1.3089969389957472,0.26179938779914941,3.1415926535897931,-0.9330127018922193,0.066987298107780577,-2.3777022480492396e-17,-2.8622385252445954e-17,-6.4684123994399911e-16,-0.50000000000000044,0.50000000000000044
0,0,1.3089969389957472,0.52359877559829882,3.1415926535897931,-0.83651630373780794,0.12940952255126034,4.212300744696953e-18,-9.4204756686956516e-17,-2.9072278233798647e-16,-0.96592582628906798,0.96592582628906798
0,0,1.3089969389957472,0.78539816339744828,3.1415926535897931,-0.68301270189221941,0.18301270189221927,9.5063187163271669e-18,-1.8168794886463769e-16,-1.4969780560927324e-16,-1.3660254037844388,1.3660254037844388
0,0,1.3089969389957472,1.0471975511965976,3.1415926535897931,-0.4829629131445341,0.22414386804201347,-5.4992725839806745e-19,-1.7158487320809681e-16,-1.9859140710724734e-16,-1.6730326074756161,1.6730326074756161
0,0,1.3089969389957472,1.3089969389957472,3.1415926535897931,-0.25,0.25000000000000011,4.5180055038557924e-18,-1.4683336342696856e-16,-1.532921868603048e-16,-1.8660254037844388,1.8660254037844388
0,0,1.3089969389957472,1.5707963267948966,3.1415926535897931,-1.2296755744106903e-17,0.25881904510252079,4.5414185378139957e-18,-1.6528995759688625e-16,-2.7332586319398326e-17,-1.9318516525781366,1.9318516525781366
0,0,1.3089969389957472,1.8325957145940459,3.1415926535897931,0.24999999999999975,0.25000000000000006,-1.8783863557614593e-18,-1.2475479202554528e-16,4.3880650523474659e-17,-1.8660254037844382,1.8660254037844382
0,0,1.3089969389957472,2.0943951023931953,3.1415926535897931,0.48296291314453399,0.22414386804201356,4.8348689904460232e-18,-8.3119290274986151e-17,1.3615292729296219e-16,-1.6730326074756161,1.6730326074756161
0,0,1.3089969389957472,2.3561944901923448,3.1415926535897931,0.68301270189221897,0.18301270189221944,9.0778902654617175e-18,-1.2678646665784422e-16,2.5619318841716375e-16,-1.3660254037844395,1.3660254037844395
0,0,1.3089969389957472,2.6179938779914944,3.1415926535897931,0.83651630373780794,0.1294095225512604,5.1356308926160082e-18,-1.1552993547673861e-16,3.3734369542707322e-16,-0.96592582628906809,0.96592582628906809
