rho,lambda_factor,log_Lambda,b2_certificate,ball_radius,S0_Ymax,S0_exit,S1_exit,phi0_lower,phi_correction_sup,phi_lower,endpoint_phi_error,endpoint_DXphi_error,unperturbed_azimuthal_shear,perturbed_azimuthal_shear,endpoint_cex,log_C_chosen,log_C_required_axial,log_C_axial_margin,phi_positive,azimuthal_branch_certified,axial_branch_certified,B19_certified,proposition_b3_certificate
1.0000000000000001e-05,1e+47,253.50927973088557,1,1.3257281106496745e-20,1.0565403893938534,1.0550188771985236,0.060698879372524904,0.26500000000000001,1.4006852942561848e-20,0.26500000000000001,1.3986681827681397e-20,8.047021066908994e-22,3.326818903256771,3.326818903256771,0.29999999999999999,5.7026137929827766e+112,8.3398243375995611e+109,5.6942739686451767e+112,1,1,1,1,1
1.0000000000000001e-05,1e+48,255.8118648238796,1,1.3257281106496745e-21,1.0565403893938534,1.0550188771985236,0.060698879372524904,0.26500000000000001,1.4006852942561847e-21,0.26500000000000001,1.3986681827681397e-21,8.047021066908994e-23,3.326818903256771,3.326818903256771,0.29999999999999999,5.7026137929827766e+113,8.3398243375995604e+110,5.6942739686451772e+113,1,1,1,1,1
1.0000000000000001e-05,1.0000000000000001e+49,258.11444991687364,1,1.3257281106496745e-22,1.0565403893938534,1.0550188771985236,0.060698879372524904,0.26500000000000001,1.4006852942561846e-22,0.26500000000000001,1.3986681827681397e-22,8.047021066908994e-24,3.326818903256771,3.326818903256771,0.29999999999999999,5.7026137929827771e+114,8.3398243375995609e+111,5.6942739686451779e+114,1,1,1,1,1
1.0000000000000001e-05,1.0000000000000001e+50,260.41703500986767,1,1.3257281106496744e-23,1.0565403893938534,1.0550188771985236,0.060698879372524904,0.26500000000000001,1.4006852942561847e-23,0.26500000000000001,1.3986681827681396e-23,8.0470210669089934e-25,3.326818903256771,3.326818903256771,0.29999999999999999,5.7026137929827774e+115,8.3398243375995614e+112,5.6942739686451781e+115,1,1,1,1,1
1.0000000000000001e-05,9.9999999999999999e+50,262.71962010286177,1,1.3257281106496742e-24,1.0565403893938534,1.0550188771985236,0.060698879372524904,0.26500000000000001,1.4006852942561843e-24,0.26500000000000001,1.3986681827681393e-24,8.0470210669089918e-26,3.326818903256771,3.326818903256771,0.29999999999999999,5.7026137929827767e+116,8.3398243375995617e+113,5.6942739686451769e+116,1,1,1,1,1
1.0000000000000001e-05,9.9999999999999999e+51,265.0222051958558,1,1.3257281106496744e-25,1.0565403893938534,1.0550188771985236,0.060698879372524904,0.26500000000000001,1.4006852942561845e-25,0.26500000000000001,1.3986681827681394e-25,8.0470210669089933e-27,3.326818903256771,3.326818903256771,0.29999999999999999,5.7026137929827765e+117,8.3398243375995617e+114,5.6942739686451767e+117,1,1,1,1,1
1.0000000000000001e-05,9.9999999999999999e+52,267.32479028884984,1,1.3257281106496744e-26,1.0565403893938534,1.0550188771985236,0.060698879372524904,0.26500000000000001,1.4006852942561847e-26,0.26500000000000001,1.3986681827681396e-26,8.047021066908994e-28,3.326818903256771,3.326818903256771,0.29999999999999999,5.7026137929827758e+118,8.3398243375995617e+115,5.6942739686451761e+118,1,1,1,1,1
1.0000000000000001e-05,1.0000000000000001e+54,269.62737538184388,1,1.3257281106496744e-27,1.0565403893938534,1.0550188771985236,0.060698879372524904,0.26500000000000001,1.4006852942561845e-27,0.26500000000000001,1.3986681827681395e-27,8.0470210669089931e-29,3.326818903256771,3.326818903256771,0.29999999999999999,5.7026137929827773e+119,8.3398243375995621e+116,5.6942739686451777e+119,1,1,1,1,1
1.0000000000000001e-05,1.0000000000000001e+55,271.92996047483791,1,1.3257281106496744e-28,1.0565403893938534,1.0550188771985236,0.060698879372524904,0.26500000000000001,1.4006852942561845e-28,0.26500000000000001,1.3986681827681395e-28,8.0470210669089931e-30,3.326818903256771,3.326818903256771,0.29999999999999999,5.7026137929827766e+120,8.3398243375995621e+117,5.694273968645177e+120,1,1,1,1,1
1.0000000000000001e-05,1.0000000000000001e+56,274.23254556783195,1,1.3257281106496746e-29,1.0565403893938534,1.0550188771985236,0.060698879372524904,0.26500000000000001,1.4006852942561849e-29,0.26500000000000001,1.3986681827681397e-29,8.0470210669089952e-31,3.326818903256771,3.326818903256771,0.29999999999999999,5.702613792982777e+121,8.3398243375995618e+118,5.6942739686451772e+121,1,1,1,1,1
1.0000000000000001e-05,1e+57,276.53513066082604,1,1.3257281106496742e-30,1.0565403893938534,1.0550188771985236,0.060698879372524904,0.26500000000000001,1.4006852942561845e-30,0.26500000000000001,1.3986681827681394e-30,8.0470210669089923e-32,3.326818903256771,3.326818903256771,0.29999999999999999,5.702613792982777e+122,8.3398243375995611e+119,5.6942739686451774e+122,1,1,1,1,1
1.0000000000000001e-05,1.0000000000000001e+58,278.83771575382008,1,1.3257281106496743e-31,1.0565403893938534,1.0550188771985236,0.060698879372524904,0.26500000000000001,1.4006852942561845e-31,0.26500000000000001,1.3986681827681394e-31,8.0470210669089926e-33,3.326818903256771,3.326818903256771,0.29999999999999999,5.7026137929827773e+123,8.3398243375995623e+120,5.6942739686451781e+123,1,1,1,1,1
1.0000000000000001e-05,1.0000000000000001e+59,281.14030084681411,1,1.3257281106496741e-32,1.0565403893938534,1.0550188771985236,0.060698879372524904,0.26500000000000001,1.4006852942561842e-32,0.26500000000000001,1.3986681827681392e-32,8.0470210669089913e-34,3.326818903256771,3.326818903256771,0.29999999999999999,5.7026137929827773e+124,8.3398243375995609e+121,5.6942739686451781e+124,1,1,1,1,1
