rho,lambda_factor,log_Lambda,chi_norm,zeta_norm,T_bound,inverse_one_plus_T_bound,phi_Wstar_Phi,phi_h_background_Phi,phi_B_etaAX_u_Phi,phi_B_detaAX_u_Phi,phi_h_u_Phi,phi_zeta_u_Phi,phi_Wstar_DXPhi,phi_B_etaAX_u_DXPhi,phi_B_detaAX_u_DXPhi,phi_Hstar_detaPhi,phi_u_detaPhi,u_linear,u_quadratic,u_Wstar_DXu,u_B_etaAX_u_DXu,u_B_detaAX_u_DXu,u_Hstar_detau,u_u_detau,u_pressure_p,u_pressure_peta,u_pressure_DXp,M_phi_map,M_u_map,contraction_bound,inverse_certified,contraction_certified
5.0000000000000002e-05,10000,154.49869401667016,0.99999820982401966,199.99999998996984,19.999964196480391,119.14752888095063,2.1984926273500197e-63,9.2368729621141751e-98,1.5025477255494133e-68,3.6512101382346348e-64,5.4237506955236628e-103,37.652042806715592,4.173064709321796e-64,2.8172769854051504e-69,3.6532471198450736e-65,3.2728453515811691e-59,3.6512101382346355e-64,9.1956773060346479e-65,5.0443269437865502e-70,5.1895835125545039e-66,7.0935847646998358e-71,9.1984630000055921e-67,5.4937695851859723e-61,1.2257778814306213e-65,1.9113837229912919e-66,3.3702766054377064e-61,3.4404907013843258e-65,37.652042806715592,8.8655125991016043e-61,37.652042806715592,1,0
5.0000000000000002e-05,100000,156.80127910966422,0.99999820982401966,199.99999998996984,19.999964196480391,119.14752888095063,2.1984926273500191e-64,9.2368729621141728e-99,1.5025477255494136e-70,3.6512101382346349e-66,5.4237506955236628e-105,3.7652042806715587,4.173064709321796e-65,2.8172769854051507e-71,3.6532471198450739e-67,3.2728453515811689e-60,3.651210138234636e-66,9.1956773060346471e-66,5.0443269437865511e-72,5.1895835125545042e-67,7.0935847646998377e-73,9.1984630000055951e-69,5.4937695851859725e-62,1.2257778814306217e-67,1.911383722991292e-67,3.3702766054377059e-62,3.440490701384325e-66,3.7652042806715587,8.8653939952972575e-62,3.7652042806715587,1,0
5.0000000000000002e-05,1000000,159.10386420265826,0.99999820982401966,199.99999998996984,19.999964196480391,119.14752888095063,2.1984926273500196e-65,9.2368729621141752e-100,1.5025477255494139e-72,3.6512101382346359e-68,5.4237506955236641e-107,0.37652042806715591,4.1730647093217968e-66,2.8172769854051512e-73,3.6532471198450744e-69,3.2728453515811699e-61,3.6512101382346367e-68,9.1956773060346458e-67,5.0443269437865498e-74,5.1895835125545033e-68,7.0935847646998359e-75,9.198463000005593e-71,5.4937695851859718e-63,1.2257778814306212e-69,1.9113837229912921e-68,3.3702766054377064e-63,3.4404907013843253e-67,0.37652042806715591,8.8653821349168249e-63,0.37652042806715591,1,1
5.0000000000000002e-05,10000000,161.40644929565229,0.99999820982401966,199.99999998996984,19.999964196480391,119.14752888095063,2.1984926273500197e-66,9.236872962114175e-101,1.502547725549414e-74,3.6512101382346366e-70,5.4237506955236644e-109,0.037652042806715594,4.1730647093217964e-67,2.8172769854051517e-75,3.653247119845075e-71,3.2728453515811697e-62,3.6512101382346372e-70,9.1956773060346481e-68,5.044326943786551e-76,5.1895835125545039e-69,7.0935847646998388e-77,9.1984630000055957e-73,5.4937695851859727e-64,1.2257778814306217e-71,1.911383722991292e-69,3.3702766054377066e-64,3.4404907013843261e-68,0.037652042806715594,8.8653809488787819e-64,0.037652042806715594,1,1
5.0000000000000002e-05,100000000,163.70903438864636,0.99999820982401966,199.99999998996984,19.999964196480391,119.14752888095063,2.1984926273500194e-67,9.236872962114174e-102,1.5025477255494136e-76,3.6512101382346352e-72,5.423750695523663e-111,0.0037652042806715588,4.173064709321796e-68,2.8172769854051506e-77,3.6532471198450743e-73,3.2728453515811693e-63,3.6512101382346362e-72,9.1956773060346479e-69,5.0443269437865503e-78,5.189583512554504e-70,7.0935847646998367e-79,9.1984630000055935e-75,5.4937695851859726e-65,1.2257778814306214e-73,1.9113837229912921e-70,3.3702766054377066e-65,3.4404907013843259e-69,0.0037652042806715588,8.8653808302749762e-65,0.0037652042806715588,1,1
5.0000000000000002e-05,1000000000,166.01161948164039,0.99999820982401966,199.99999998996984,19.999964196480391,119.14752888095063,2.1984926273500196e-68,9.2368729621141744e-103,1.502547725549414e-78,3.6512101382346364e-74,5.4237506955236655e-113,0.00037652042806715597,4.1730647093217968e-69,2.8172769854051515e-79,3.6532471198450752e-75,3.2728453515811694e-64,3.6512101382346372e-74,9.1956773060346474e-70,5.0443269437865522e-80,5.1895835125545045e-71,7.0935847646998383e-81,9.1984630000055969e-77,5.4937695851859732e-66,1.2257778814306218e-75,1.9113837229912923e-71,3.3702766054377073e-66,3.4404907013843259e-70,0.00037652042806715597,8.865380818414598e-66,0.00037652042806715597,1,1
5.0000000000000002e-05,10000000000,168.31420457463443,0.99999820982401966,199.99999998996984,19.999964196480391,119.14752888095063,2.1984926273500198e-69,9.2368729621141749e-104,1.5025477255494139e-80,3.6512101382346363e-76,5.4237506955236633e-115,3.7652042806715595e-05,4.173064709321796e-70,2.8172769854051517e-81,3.6532471198450754e-77,3.2728453515811694e-65,3.6512101382346369e-76,9.1956773060346496e-71,5.0443269437865518e-82,5.1895835125545049e-72,7.0935847646998385e-83,9.1984630000055957e-79,5.4937695851859731e-67,1.2257778814306216e-77,1.9113837229912923e-72,3.3702766054377074e-67,3.4404907013843264e-71,3.7652042806715595e-05,8.8653808172285604e-67,3.7652042806715595e-05,1,1
5.0000000000000002e-05,100000000000,170.6167896676285,0.99999820982401966,199.99999998996984,19.999964196480391,119.14752888095063,2.1984926273500195e-70,9.2368729621141755e-105,1.5025477255494135e-82,3.6512101382346352e-78,5.4237506955236633e-117,3.7652042806715593e-06,4.1730647093217961e-71,2.8172769854051509e-83,3.653247119845074e-79,3.2728453515811696e-66,3.6512101382346362e-78,9.1956773060346476e-72,5.0443269437865505e-84,5.1895835125545036e-73,7.093584764699836e-85,9.1984630000055926e-81,5.4937695851859719e-68,1.2257778814306214e-79,1.9113837229912922e-73,3.370276605437707e-68,3.4404907013843259e-72,3.7652042806715593e-06,8.8653808171099561e-68,3.7652042806715593e-06,1,1
5.0000000000000002e-05,1000000000000,172.91937476062253,0.99999820982401966,199.99999998996984,19.999964196480391,119.14752888095063,2.1984926273500197e-71,9.2368729621141748e-106,1.5025477255494136e-84,3.6512101382346358e-80,5.4237506955236627e-119,3.765204280671559e-07,4.1730647093217962e-72,2.8172769854051514e-85,3.6532471198450743e-81,3.2728453515811692e-67,3.6512101382346365e-80,9.1956773060346484e-73,5.0443269437865511e-86,5.1895835125545041e-74,7.0935847646998377e-87,9.1984630000055947e-83,5.4937695851859734e-69,1.2257778814306215e-81,1.9113837229912923e-74,3.3702766054377066e-69,3.4404907013843264e-73,3.765204280671559e-07,8.8653808170980965e-69,3.765204280671559e-07,1,1
0.0001,1,145.28835364469398,0.99999820982401966,287.97629792218061,19.999964196480391,119.14752888095063,2.1984926273500198e-59,9.2368729621141752e-94,1.502547725549414e-60,1.825605069117318e-56,5.423750695523664e-95,542144.79486146034,4.1730647093217964e-60,2.8172769854051513e-61,1.8266235599225377e-57,1.6364226757905848e-55,1.8256050691173185e-56,9.1956773060346481e-61,5.0443269437865511e-62,5.1895835125545043e-62,7.0935847646998369e-63,4.5992315000027982e-59,2.7468847925929864e-57,6.1288894071531082e-58,1.9113837229912923e-62,1.6851383027188533e-57,3.4404907013843261e-61,542144.79486146034,5.0922965143544785e-57,542144.79486146034,1,0
0.0001,10,147.59093873768802,0.99999820982401966,287.97629792218061,19.999964196480391,119.14752888095063,2.1984926273500192e-60,9.2368729621141739e-95,1.5025477255494137e-62,1.8256050691173175e-58,5.4237506955236633e-97,54214.479486146032,4.1730647093217962e-61,2.8172769854051508e-63,1.8266235599225372e-59,1.6364226757905846e-56,1.8256050691173182e-58,9.1956773060346484e-62,5.0443269437865503e-64,5.1895835125545043e-63,7.093584764699837e-65,4.5992315000027972e-61,2.7468847925929862e-58,6.1288894071531079e-60,1.911383722991292e-63,1.6851383027188533e-58,3.4404907013843259e-62,54214.479486146032,4.4992516010418909e-58,54214.479486146032,1,0
0.0001,100,149.89352383068208,0.99999820982401966,287.97629792218061,19.999964196480391,119.14752888095063,2.1984926273500195e-61,9.2368729621141742e-96,1.5025477255494134e-64,1.8256050691173177e-60,5.4237506955236639e-99,5421.4479486146038,4.1730647093217962e-62,2.8172769854051507e-65,1.8266235599225371e-61,1.6364226757905849e-57,1.8256050691173179e-60,9.1956773060346493e-63,5.0443269437865516e-66,5.1895835125545045e-64,7.0935847646998382e-67,4.5992315000027976e-63,2.7468847925929865e-59,6.1288894071531086e-62,1.9113837229912925e-64,1.6851383027188537e-59,3.4404907013843263e-63,5421.4479486146038,4.439947109710633e-59,5421.4479486146038,1,0
0.0001,1000,152.19610892367612,0.99999820982401966,287.97629792218061,19.999964196480391,119.14752888095063,2.1984926273500195e-62,9.2368729621141751e-97,1.5025477255494137e-66,1.8256050691173179e-62,5.4237506955236621e-101,542.14479486146035,4.1730647093217966e-63,2.8172769854051512e-67,1.8266235599225376e-63,1.6364226757905848e-58,1.8256050691173181e-62,9.1956773060346466e-64,5.0443269437865507e-68,5.1895835125545036e-65,7.0935847646998363e-69,4.5992315000027972e-65,2.7468847925929863e-60,6.1288894071531085e-64,1.9113837229912919e-65,1.6851383027188534e-60,3.4404907013843254e-64,542.14479486146035,4.4340166605775061e-60,542.14479486146035,1,0
0.0001,10000,154.49869401667016,0.99999820982401966,287.97629792218061,19.999964196480391,119.14752888095063,2.1984926273500197e-63,9.2368729621141751e-98,1.5025477255494133e-68,1.8256050691173174e-64,5.4237506955236628e-103,54.214479486146033,4.173064709321796e-64,2.8172769854051504e-69,1.8266235599225368e-65,1.6364226757905846e-59,1.8256050691173178e-64,9.1956773060346479e-65,5.0443269437865502e-70,5.1895835125545039e-66,7.0935847646998358e-71,4.5992315000027961e-67,2.7468847925929861e-61,6.1288894071531066e-66,1.9113837229912919e-66,1.6851383027188532e-61,3.4404907013843258e-65,54.214479486146033,4.4334236156641946e-61,54.214479486146033,1,0
0.0001,100000,156.80127910966422,0.99999820982401966,287.97629792218061,19.999964196480391,119.14752888095063,2.1984926273500191e-64,9.2368729621141728e-99,1.5025477255494136e-70,1.8256050691173175e-66,5.4237506955236628e-105,5.4214479486146017,4.173064709321796e-65,2.8172769854051507e-71,1.8266235599225369e-67,1.6364226757905845e-60,1.825605069117318e-66,9.1956773060346471e-66,5.0443269437865511e-72,5.1895835125545042e-67,7.0935847646998377e-73,4.5992315000027976e-69,2.7468847925929862e-62,6.1288894071531084e-68,1.911383722991292e-67,1.685138302718853e-62,3.440490701384325e-66,5.4214479486146017,4.4333643111728622e-62,5.4214479486146017,1,0
0.0001,1000000,159.10386420265826,0.99999820982401966,287.97629792218061,19.999964196480391,119.14752888095063,2.1984926273500196e-65,9.2368729621141752e-100,1.5025477255494139e-72,1.8256050691173179e-68,5.4237506955236641e-107,0.54214479486146039,4.1730647093217968e-66,2.8172769854051512e-73,1.8266235599225372e-69,1.6364226757905849e-61,1.8256050691173184e-68,9.1956773060346458e-67,5.0443269437865498e-74,5.1895835125545033e-68,7.0935847646998359e-75,4.5992315000027965e-71,2.7468847925929859e-63,6.1288894071531061e-70,1.9113837229912921e-68,1.6851383027188532e-63,3.4404907013843253e-67,0.54214479486146039,4.4333583807237293e-63,0.54214479486146039,1,1
0.0001,10000000,161.40644929565229,0.99999820982401966,287.97629792218061,19.999964196480391,119.14752888095063,2.1984926273500197e-66,9.236872962114175e-101,1.502547725549414e-74,1.8256050691173183e-70,5.4237506955236644e-109,0.054214479486146043,4.1730647093217964e-67,2.8172769854051517e-75,1.8266235599225375e-71,1.6364226757905849e-62,1.8256050691173186e-70,9.1956773060346481e-68,5.044326943786551e-76,5.1895835125545039e-69,7.0935847646998388e-77,4.5992315000027978e-73,2.7468847925929864e-64,6.1288894071531085e-72,1.911383722991292e-69,1.6851383027188533e-64,3.4404907013843261e-68,0.054214479486146043,4.433357787678816e-64,0.054214479486146043,1,1
0.0001,100000000,163.70903438864636,0.99999820982401966,287.97629792218061,19.999964196480391,119.14752888095063,2.1984926273500194e-67,9.236872962114174e-102,1.5025477255494136e-76,1.8256050691173176e-72,5.423750695523663e-111,0.0054214479486146029,4.173064709321796e-68,2.8172769854051506e-77,1.8266235599225372e-73,1.6364226757905846e-63,1.8256050691173181e-72,9.1956773060346479e-69,5.0443269437865503e-78,5.189583512554504e-70,7.0935847646998367e-79,4.5992315000027967e-75,2.7468847925929863e-65,6.1288894071531071e-74,1.9113837229912921e-70,1.6851383027188533e-65,3.4404907013843259e-69,0.0054214479486146029,4.4333577283743248e-65,0.0054214479486146029,1,1
0.0001,1000000000,166.01161948164039,0.99999820982401966,287.97629792218061,19.999964196480391,119.14752888095063,2.1984926273500196e-68,9.2368729621141744e-103,1.502547725549414e-78,1.8256050691173182e-74,5.4237506955236655e-113,0.00054214479486146033,4.1730647093217968e-69,2.8172769854051515e-79,1.8266235599225376e-75,1.6364226757905847e-64,1.8256050691173186e-74,9.1956773060346474e-70,5.0443269437865522e-80,5.1895835125545045e-71,7.0935847646998383e-81,4.5992315000027984e-77,2.7468847925929866e-66,6.1288894071531088e-76,1.9113837229912923e-71,1.6851383027188536e-66,3.4404907013843259e-70,0.00054214479486146033,4.4333577224438762e-66,0.00054214479486146033,1,1
0.0001,10000000000,168.31420457463443,0.99999820982401966,287.97629792218061,19.999964196480391,119.14752888095063,2.1984926273500198e-69,9.2368729621141749e-104,1.5025477255494139e-80,1.8256050691173181e-76,5.4237506955236633e-115,5.4214479486146039e-05,4.173064709321796e-70,2.8172769854051517e-81,1.8266235599225377e-77,1.6364226757905847e-65,1.8256050691173185e-76,9.1956773060346496e-71,5.0443269437865518e-82,5.1895835125545049e-72,7.0935847646998385e-83,4.5992315000027978e-79,2.7468847925929865e-67,6.1288894071531079e-78,1.9113837229912923e-72,1.6851383027188537e-67,3.4404907013843264e-71,5.4214479486146039e-05,4.4333577218508321e-67,5.4214479486146039e-05,1,1
0.0001,100000000000,170.6167896676285,0.99999820982401966,287.97629792218061,19.999964196480391,119.14752888095063,2.1984926273500195e-70,9.2368729621141755e-105,1.5025477255494135e-82,1.8256050691173176e-78,5.4237506955236633e-117,5.4214479486146039e-06,4.1730647093217961e-71,2.8172769854051509e-83,1.826623559922537e-79,1.6364226757905848e-66,1.8256050691173181e-78,9.1956773060346476e-72,5.0443269437865505e-84,5.1895835125545036e-73,7.093584764699836e-85,4.5992315000027963e-81,2.746884792592986e-68,6.128889407153107e-80,1.9113837229912922e-73,1.6851383027188535e-68,3.4404907013843259e-72,5.4214479486146039e-06,4.4333577217915263e-68,5.4214479486146039e-06,1,1
0.0001,1000000000000,172.91937476062253,0.99999820982401966,287.97629792218061,19.999964196480391,119.14752888095063,2.1984926273500197e-71,9.2368729621141748e-106,1.5025477255494136e-84,1.8256050691173179e-80,5.4237506955236627e-119,5.4214479486146028e-07,4.1730647093217962e-72,2.8172769854051514e-85,1.8266235599225371e-81,1.6364226757905846e-67,1.8256050691173183e-80,9.1956773060346484e-73,5.0443269437865511e-86,5.1895835125545041e-74,7.0935847646998377e-87,4.5992315000027973e-83,2.7468847925929867e-69,6.1288894071531075e-82,1.9113837229912923e-74,1.6851383027188533e-69,3.4404907013843264e-73,5.4214479486146028e-07,4.4333577217855966e-69,5.4214479486146028e-07,1,1
0.00020000000000000001,1,145.28835364469398,1.1662080210698142,575.95259584436121,23.324160421396286,186.51582155102469,3.4415624261395765e-59,1.4459577678800004e-93,2.3521169602307955e-60,1.4289185537131683e-56,8.4904431200945809e-95,1697367.6712041975,6.532595345913084e-60,4.4102193004327425e-61,1.4297157362106227e-57,1.2808436844912424e-55,1.4289185537131686e-56,9.1956773060346481e-61,5.0443269437865511e-62,5.1895835125545043e-62,7.0935847646998369e-63,2.2996157500013991e-59,1.3734423962964932e-57,3.0644447035765541e-58,1.9113837229912923e-62,8.4256915135942667e-58,3.4404907013843261e-61,1697367.6712041975,2.5468443388408892e-57,1697367.6712041975,1,0
0.00020000000000000001,10,147.59093873768802,1.1662080210698142,575.95259584436121,23.324160421396286,186.51582155102469,3.4415624261395767e-60,1.4459577678800002e-94,2.3521169602307952e-62,1.428918553713168e-58,8.4904431200945809e-97,169736.76712041974,6.5325953459130843e-61,4.4102193004327419e-63,1.4297157362106224e-59,1.2808436844912425e-56,1.4289185537131682e-58,9.1956773060346484e-62,5.0443269437865503e-64,5.1895835125545043e-63,7.093584764699837e-65,2.2996157500013986e-61,1.3734423962964931e-58,3.064444703576554e-60,1.911383722991292e-63,8.4256915135942664e-59,3.4404907013843259e-62,169736.76712041974,2.2502959906002042e-58,169736.76712041974,1,0
0.00020000000000000001,100,149.89352383068208,1.1662080210698142,575.95259584436121,23.324160421396286,186.51582155102469,3.4415624261395762e-61,1.4459577678800003e-95,2.3521169602307958e-64,1.4289185537131682e-60,8.4904431200945813e-99,16973.676712041972,6.5325953459130842e-62,4.4102193004327422e-65,1.4297157362106227e-61,1.2808436844912423e-57,1.4289185537131685e-60,9.1956773060346493e-63,5.0443269437865516e-66,5.1895835125545045e-64,7.0935847646998382e-67,2.2996157500013988e-63,1.3734423962964932e-59,3.0644447035765543e-62,1.9113837229912925e-64,8.4256915135942686e-60,3.4404907013843263e-63,16973.676712041972,2.2206411557761363e-59,16973.676712041972,1,0
0.00020000000000000001,1000,152.19610892367612,1.1662080210698142,575.95259584436121,23.324160421396286,186.51582155102469,3.4415624261395759e-62,1.4459577678800001e-96,2.3521169602307957e-66,1.428918553713168e-62,8.4904431200945808e-101,1697.3676712041972,6.5325953459130837e-63,4.410219300432742e-67,1.4297157362106225e-63,1.2808436844912423e-58,1.4289185537131683e-62,9.1956773060346466e-64,5.0443269437865507e-68,5.1895835125545036e-65,7.0935847646998363e-69,2.2996157500013986e-65,1.3734423962964931e-60,3.0644447035765542e-64,1.9113837229912919e-65,8.4256915135942669e-61,3.4404907013843254e-64,1697.3676712041972,2.2176756722937291e-60,1697.3676712041972,1,0
0.00020000000000000001,10000,154.49869401667016,1.1662080210698142,575.95259584436121,23.324160421396286,186.51582155102469,3.4415624261395763e-63,1.4459577678800001e-97,2.3521169602307947e-68,1.4289185537131677e-64,8.4904431200945812e-103,169.73676712041973,6.5325953459130848e-64,4.4102193004327411e-69,1.4297157362106221e-65,1.2808436844912423e-59,1.4289185537131679e-64,9.1956773060346479e-65,5.0443269437865502e-70,5.1895835125545039e-66,7.0935847646998358e-71,2.299615750001398e-67,1.3734423962964931e-61,3.0644447035765533e-66,1.9113837229912919e-66,8.4256915135942659e-62,3.4404907013843258e-65,169.73676712041973,2.217379123945488e-61,169.73676712041973,1,0
0.00020000000000000001,100000,156.80127910966422,1.1662080210698142,575.95259584436121,23.324160421396286,186.51582155102469,3.4415624261395752e-64,1.4459577678799999e-98,2.3521169602307949e-70,1.4289185537131678e-66,8.4904431200945796e-105,16.973676712041971,6.5325953459130836e-65,4.4102193004327412e-71,1.4297157362106222e-67,1.2808436844912422e-60,1.4289185537131681e-66,9.1956773060346471e-66,5.0443269437865511e-72,5.1895835125545042e-67,7.0935847646998377e-73,2.2996157500013988e-69,1.3734423962964931e-62,3.0644447035765542e-68,1.911383722991292e-67,8.4256915135942648e-63,3.440490701384325e-66,16.973676712041971,2.217349469110664e-62,16.973676712041971,1,0
0.00020000000000000001,1000000,159.10386420265826,1.1662080210698142,575.95259584436121,23.324160421396286,186.51582155102469,3.4415624261395758e-65,1.4459577678799999e-99,2.3521169602307952e-72,1.4289185537131675e-68,8.4904431200945794e-107,1.6973676712041974,6.5325953459130838e-66,4.4102193004327404e-73,1.4297157362106219e-69,1.2808436844912421e-61,1.4289185537131681e-68,9.1956773060346458e-67,5.0443269437865498e-74,5.1895835125545033e-68,7.0935847646998359e-75,2.2996157500013983e-71,1.373442396296493e-63,3.064444703576553e-70,1.9113837229912921e-68,8.4256915135942659e-64,3.4404907013843253e-67,1.6973676712041974,2.2173465036271817e-63,1.6973676712041974,1,0
0.00020000000000000001,10000000,161.40644929565229,1.1662080210698142,575.95259584436121,23.324160421396286,186.51582155102469,3.4415624261395765e-66,1.4459577678800003e-100,2.3521169602307957e-74,1.4289185537131683e-70,8.4904431200945821e-109,0.16973676712041977,6.5325953459130854e-67,4.4102193004327431e-75,1.4297157362106226e-71,1.2808436844912425e-62,1.4289185537131684e-70,9.1956773060346481e-68,5.044326943786551e-76,5.1895835125545039e-69,7.0935847646998388e-77,2.2996157500013989e-73,1.3734423962964932e-64,3.0644447035765543e-72,1.911383722991292e-69,8.4256915135942666e-65,3.4404907013843261e-68,0.16973676712041977,2.2173462070788338e-64,0.16973676712041977,1,1
0.00020000000000000001,100000000,163.70903438864636,1.1662080210698142,575.95259584436121,23.324160421396286,186.51582155102469,3.4415624261395762e-67,1.4459577678800003e-101,2.3521169602307948e-76,1.4289185537131675e-72,8.4904431200945777e-111,0.016973676712041971,6.5325953459130843e-68,4.4102193004327404e-77,1.429715736210622e-73,1.2808436844912422e-63,1.4289185537131677e-72,9.1956773060346479e-69,5.0443269437865503e-78,5.189583512554504e-70,7.0935847646998367e-79,2.2996157500013984e-75,1.3734423962964931e-65,3.0644447035765536e-74,1.9113837229912921e-70,8.4256915135942666e-66,3.4404907013843259e-69,0.016973676712041971,2.2173461774239987e-65,0.016973676712041971,1,1
0.00020000000000000001,1000000000,166.01161948164039,1.1662080210698142,575.95259584436121,23.324160421396286,186.51582155102469,3.4415624261395763e-68,1.4459577678800003e-102,2.3521169602307962e-78,1.4289185537131685e-74,8.4904431200945834e-113,0.0016973676712041979,6.5325953459130849e-69,4.4102193004327426e-79,1.4297157362106228e-75,1.2808436844912424e-64,1.4289185537131687e-74,9.1956773060346474e-70,5.0443269437865522e-80,5.1895835125545045e-71,7.0935847646998383e-81,2.2996157500013992e-77,1.3734423962964933e-66,3.0644447035765544e-76,1.9113837229912923e-71,8.4256915135942681e-67,3.4404907013843259e-70,0.0016973676712041979,2.2173461744585158e-66,0.0016973676712041979,1,1
0.00020000000000000001,10000000000,168.31420457463443,1.1662080210698142,575.95259584436121,23.324160421396286,186.51582155102469,3.4415624261395762e-69,1.4459577678800003e-103,2.3521169602307957e-80,1.428918553713168e-76,8.4904431200945814e-115,0.00016973676712041976,6.5325953459130844e-70,4.4102193004327419e-81,1.4297157362106227e-77,1.2808436844912423e-65,1.4289185537131686e-76,9.1956773060346496e-71,5.0443269437865518e-82,5.1895835125545049e-72,7.0935847646998385e-83,2.2996157500013989e-79,1.3734423962964933e-67,3.0644447035765539e-78,1.9113837229912923e-72,8.4256915135942685e-68,3.4404907013843264e-71,0.00016973676712041976,2.2173461741619676e-67,0.00016973676712041976,1,1
0.00020000000000000001,100000000000,170.6167896676285,1.1662080210698142,575.95259584436121,23.324160421396286,186.51582155102469,3.4415624261395766e-70,1.4459577678800001e-104,2.352116960230795e-82,1.4289185537131677e-78,8.4904431200945815e-117,1.6973676712041975e-05,6.5325953459130852e-71,4.4102193004327411e-83,1.429715736210622e-79,1.2808436844912424e-66,1.428918553713168e-78,9.1956773060346476e-72,5.0443269437865505e-84,5.1895835125545036e-73,7.093584764699836e-85,2.2996157500013981e-81,1.373442396296493e-68,3.0644447035765535e-80,1.9113837229912922e-73,8.4256915135942674e-69,3.4404907013843259e-72,1.6973676712041975e-05,2.2173461741323118e-68,1.6973676712041975e-05,1,1
0.00020000000000000001,1000000000000,172.91937476062253,1.1662080210698142,575.95259584436121,23.324160421396286,186.51582155102469,3.4415624261395763e-71,1.4459577678800002e-105,2.3521169602307954e-84,1.4289185537131679e-80,8.49044312009458e-119,1.6973676712041976e-06,6.5325953459130848e-72,4.4102193004327419e-85,1.4297157362106226e-81,1.2808436844912423e-67,1.4289185537131684e-80,9.1956773060346484e-73,5.0443269437865511e-86,5.1895835125545041e-74,7.0935847646998377e-87,2.2996157500013987e-83,1.3734423962964933e-69,3.0644447035765538e-82,1.9113837229912923e-74,8.4256915135942664e-70,3.4404907013843264e-73,1.6973676712041976e-06,2.2173461741293467e-69,1.6973676712041976e-06,1,1
