tau,eta_target,z,q_reference,q_solved,eta_solved,relative_q_error,eta_error
1.0000000000000001e-05,0.70000000000000007,0.0032722825985099829,1.9607843137254906e-05,1.960784313725497e-05,0.69999999999999885,3.2830997035576673e-15,1.2212453270876722e-15
1.0000000000000001e-05,0.80000000000000016,0.0044434495036402002,2.7777777777777799e-05,2.7777777777777671e-05,0.80000000000000204,4.6349642873755275e-15,1.8873791418627661e-15
1.0000000000000001e-05,0.8999999999999998,0.0068589790596666964,5.2631578947368316e-05,5.2631578947368038e-05,0.90000000000000213,5.27870932728881e-15,2.3314683517128287e-15
9.9999999999999995e-07,-0.90000000000000002,-0.0021941154571443527,5.2631578947368431e-06,5.26315789473686e-06,-0.89999999999999858,3.2187251995663409e-15,1.4432899320127035e-15
9.9999999999999995e-07,-0.80000000000000004,-0.00142141288873553,2.7777777777777788e-06,2.7777777777777762e-06,-0.80000000000000038,9.1479558303464397e-16,3.3306690738754696e-16
9.9999999999999995e-07,-0.69999999999999996,-0.0010467688801901842,1.9607843137254902e-06,1.9607843137254923e-06,-0.69999999999999951,1.0799670077492329e-15,4.4408920985006262e-16
9.9999999999999995e-07,-0.59999999999999998,-0.00080184820855060178,1.5624999999999999e-06,1.5625000000000126e-06,-0.59999999999999754,8.1315162936412833e-15,2.4424906541753444e-15
9.9999999999999995e-07,-0.5,-0.00061775273800189576,1.3333333333333332e-06,1.3333333333333313e-06,-0.50000000000000033,1.429368098491632e-15,3.3306690738754696e-16
9.9999999999999995e-07,-0.40000000000000002,-0.00046724186066878046,1.1904761904761904e-06,1.1904761904761906e-06,-0.39999999999999997,1.778769189234031e-16,5.5511151231257827e-17
9.9999999999999995e-07,-0.29999999999999993,-0.00033681836668172357,1.0989010989010988e-06,1.0989010989010992e-06,-0.29999999999999988,3.853999910007067e-16,5.5511151231257827e-17
9.9999999999999995e-07,-0.20000000000000007,-0.00021867832329908681,1.0416666666666667e-06,1.0416666666666726e-06,-0.19999999999999951,5.6920614055488983e-15,5.5511151231257827e-16
9.9999999999999995e-07,-0.099999999999999978,-0.00010768633059949175,1.0101010101010101e-06,1.0101010101010154e-06,-0.099999999999999714,5.2410163611359833e-15,2.6367796834847468e-16
9.9999999999999995e-07,-1.1102230246251565e-16,-1.1896254040051417e-19,9.9999999999999995e-07,1.0000000000000065e-06,-1.110223024625153e-16,6.5645053412208276e-15,3.5745259767827097e-31
9.9999999999999995e-07,0.099999999999999978,0.00010768633059949175,1.0101010101010101e-06,1.0101010101010154e-06,0.099999999999999714,5.2410163611359833e-15,2.6367796834847468e-16
